Molecule ChEMBL ID,Smiles,Standard Value,Standard Units,pIC50,Mol,MolWt,LogP,TPSA,HBD,HBA,RotBonds
CHEMBL5825820,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CC2(COC2)OC(N)=N1,25.0,nM,7.6,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CB30>,395.3940000000003,2.06388,122.62,2,7,3
CHEMBL4848236,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNc1cccc(CC(=O)O)c1,2500.0,nM,5.6,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CBA0>,675.849,2.129400000000003,220.17999999999998,8,9,21
CHEMBL4877632,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNc1cccc(C(=O)OC)c1,93000.0,nM,4.03,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CC10>,675.849,2.2889000000000026,209.17999999999998,7,10,20
CHEMBL2408754,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC2(COC2)Oc2ccc(CC(C)(C)C)cc21,27105.0,nM,4.57,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CC80>,502.6020000000004,3.8439000000000023,79.82000000000001,3,5,8
CHEMBL2408759,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(OC(C)(C)C)cc21,690.0,nM,6.16,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CCF0>,490.5910000000003,4.442200000000004,79.82000000000001,3,5,8
CHEMBL2408762,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CCC2,538.0,nM,6.27,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CD60>,416.51200000000017,3.602500000000002,61.36,3,3,8
CHEMBL2408740,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CS(=O)(=O)Cc2ccc(C(C)C)cc21,127.0,nM,6.9,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CDD0>,480.5770000000002,2.7556000000000003,95.5,3,5,8
CHEMBL2408737,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(CC(C)(C)C)cc21,46.0,nM,7.34,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CE40>,460.5650000000003,4.074900000000003,70.59,3,4,8
CHEMBL3688662,Cc1cc(C(F)F)cnc1C(=O)Nc1cnc(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,283.0,nM,6.55,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CEB0>,423.3700000000002,3.012220000000001,102.49000000000001,2,6,5
CHEMBL3639797,C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2nn(CC(F)F)cc2Cl)ccc1F,183.0,nM,6.74,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CF20>,447.82000000000005,3.481300000000002,94.53,2,5,5
CHEMBL2425606,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F,764.0,nM,6.12,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461CF90>,565.6300000000005,3.3809000000000013,125.83,3,8,10
CHEMBL5781076,CC1CCCN1CCOc1ccc(Nc2nc(N)n(-c3ccccc3F)n2)cc1,12400.0,nM,4.91,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D000>,396.4700000000001,3.595300000000001,81.23,2,6,7
CHEMBL466025,COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2csc(N)n2)cc1,1100.0,nM,5.96,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D070>,385.4450000000001,4.025300000000002,100.51,1,7,7
CHEMBL466782,COc1ccc(C(Cc2ccccc2)c2csc(N)n2)cc1,32000.0,nM,4.5,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D0E0>,310.422,4.108500000000002,48.14,1,4,5
CHEMBL448459,Nc1nc(C2(c3ccc(Cl)cc3)CCCC2)cs1,38000.0,nM,4.42,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D150>,278.80799999999994,4.238800000000002,38.91,1,3,2
CHEMBL2169946,Cc1csc(-c2ccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)cc2)c1,50700.0,nM,4.29,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D1C0>,337.44800000000004,3.6705200000000016,60.91,1,4,3
CHEMBL1270884,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)Nc1ccccc1,120.0,nM,6.92,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D230>,532.6990000000004,5.156100000000004,99.17,2,10,8
CHEMBL1270082,O=C(CSc1nc2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2s1)Nc1ccccc1Cl,50000.0,nM,4.3,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D2A0>,599.1420000000004,4.282300000000003,117.63000000000001,2,12,8
CHEMBL3650777,CCSc1cccc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c1,933.0,nM,6.03,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D310>,410.5390000000002,4.193400000000003,66.07000000000001,1,6,3
CHEMBL3640256,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(OC)c1F,66.0,nM,7.18,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D380>,436.3940000000002,1.0295,106.17,1,8,4
CHEMBL3640277,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(OC)c1F,31.0,nM,7.51,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D3F0>,434.42200000000014,1.5833000000000004,96.94000000000001,1,7,4
CHEMBL3640260,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3c(F)cc(F)cc3F)C2)nc(C)c1F,21.0,nM,7.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D460>,438.38500000000016,1.4684200000000003,96.94,1,7,3
CHEMBL5965431,CC#C[C@@H](C)Oc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,5.0,nM,8.3,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D4D0>,488.5600000000003,3.6533000000000015,107.53,1,7,5
CHEMBL6020630,Cc1cnc(C(=O)Nc2cccc([C@]34CO[C@@H](C)C[C@@]3(F)CSC(N)=N4)c2)cn1,225.0,nM,6.65,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D540>,415.49400000000014,2.8112200000000005,102.49,2,7,3
CHEMBL5962703,NC1=N[C@](c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,339.0,nM,6.47,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D5B0>,411.7710000000001,2.7152000000000003,102.49000000000001,2,6,4
CHEMBL467014,Cc1ccc(Nc2cc(-c3ccc4c(c3)OCCO4)ncn2)cc1NS(C)(=O)=O,21000.0,nM,4.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D620>,412.47100000000006,3.3383200000000004,102.44,2,7,5
CHEMBL5532467,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccccc1O,953.0,nM,6.02,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D690>,398.42200000000014,3.3166000000000015,97.11,2,5,5
CHEMBL6017579,CNC(=O)[C@]1(C)C[C@@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,25.0,nM,7.6,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D700>,441.5070000000001,3.731480000000002,104.16,2,6,4
CHEMBL5893407,N#Cc1ccc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CO)C[C@H]43)c2)nc1,80.0,nM,7.1,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D770>,410.44900000000007,2.469480000000001,95.29,2,6,3
CHEMBL6026805,Cc1cc(C#N)cnc1C#Cc1ccc(F)c([C@@]2(C)N=C(N)S[C@@]3(C(=O)N4CCCC4)C[C@H]32)c1,2.0,nM,8.7,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D7E0>,473.57700000000034,3.458400000000003,95.36999999999999,1,6,2
CHEMBL5765621,C#Cc1ccc(F)c([C@@]2(C)N=C(N)S[C@@]3(C(=O)N(C)C)C[C@H]32)c1,378.0,nM,6.42,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D850>,331.4160000000001,1.9306000000000003,58.69,1,4,2
CHEMBL5763992,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(C#Cc3ccc(C#N)cc3)ccc1F)N=C(N)S2,7.0,nM,8.15,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D8C0>,432.52400000000006,3.2207800000000013,82.48,1,5,2
CHEMBL5850244,COC[C@]12CC1[C@@](C)(c1cc(C#Cc3ncc(Cl)cc3C)ccc1F)N=C(N)S2,129.0,nM,6.89,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D930>,429.9480000000001,4.264120000000003,60.5,1,5,3
CHEMBL5873773,Cc1cc(C#N)cnc1C#Cc1cnc(F)c([C@@]2(C)N=C(N)S[C@@]3(C(=O)N4CCOCC4)CC32)c1,37.0,nM,7.43,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461D9A0>,490.56400000000036,2.0898000000000003,117.49000000000001,1,8,2
CHEMBL5074068,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nc(C#N)cc4C(N)=N3)c2)cn1,2.9,nM,8.54,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DA10>,420.40800000000013,1.5790799999999998,144.09999999999997,2,8,4
CHEMBL1791011,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1cccc(C(=O)O)c1,140.0,nM,6.85,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DA80>,741.9520000000002,2.7991000000000064,203.03,7,8,22
CHEMBL3752926,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc12,430.0,nM,6.37,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DAF0>,485.62800000000027,6.660800000000006,76.39,2,5,11
CHEMBL6019589,C[C@@H]1C[C@H]2OC(N)=N[C@](CF)(c3cc(NC(=O)c4cnc(-n5cncn5)cn4)ccc3F)[C@H]2CO1,8.7,nM,8.06,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DB60>,484.46700000000016,1.7519999999999996,142.42999999999998,2,9,5
CHEMBL5845861,C[C@H]1COC[C@H]2[C@@H]1OC(N)=N[C@]2(CF)c1cc(NC(=O)c2cnc(OCF)cn2)ccc1F,4.3,nM,8.37,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DBD0>,465.43200000000013,2.3346,120.95,2,8,6
CHEMBL5920661,NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)[C@H]2COCC[C@H]2O1,8.1,nM,8.09,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DC40>,501.41200000000015,2.7239000000000013,120.95,2,8,6
CHEMBL6024403,C[C@@H]1C[C@H]2OC(N)=N[C@](CF)(c3cc(NC(=O)c4ncc(C(F)(F)F)cc4Cl)ccc3F)[C@H]2CO1,28.2,nM,7.55,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DCB0>,518.8700000000001,4.448500000000003,98.83000000000001,2,6,4
CHEMBL4851168,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNc1ccc(C2CCCC2)cc1,6500.0,nM,5.19,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DD20>,685.9319999999998,4.159900000000004,182.88,7,8,20
CHEMBL4879047,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNc1ccc(C(C)(C)C)cc1,2400.0,nM,5.62,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DD90>,673.9209999999999,3.799800000000004,182.88,7,8,19
CHEMBL5093426,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CCSC(N)=N1,44.0,nM,7.36,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DE00>,405.32100000000014,3.763200000000002,80.37,2,5,3
CHEMBL432560,CC[C@H](C)[C@H](O)C(=O)N[C@@H](CCC(F)F)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](CCC(F)F)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C,45.0,nM,7.35,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DE70>,739.852,3.915700000000002,169.75,6,7,23
CHEMBL3688611,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)s3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,870.0,nM,6.06,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DEE0>,415.82400000000007,3.9867000000000017,76.71,2,5,4
CHEMBL5434858,CCCN1CCCCCOc2cccc(c2)C[C@@H]([C@H](O)CNC(C)(C)c2cccc(OC)c2)NC(=O)c2cccc(c2)C1=O,6000.0,nM,5.22,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DF50>,601.7880000000002,5.337000000000005,100.13,3,6,8
CHEMBL84022,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](O)CC(F)(F)F)C(=O)NCc1ccncc1,220.0,nM,6.66,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461DFC0>,637.7,1.771200000000001,169.75,6,7,16
CHEMBL3640257,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(OC)c1F,7.5,nM,8.12,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E030>,436.3940000000002,1.0295000000000005,106.17,1,8,4
CHEMBL81518,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CCN(C)C)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,89000.0,nM,4.05,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E0A0>,725.932,2.3029000000000055,191.08999999999997,6,9,19
CHEMBL5763602,NC1=N[C@]2(c3nc(NC(=O)c4ncc(OC(F)F)cc4Cl)cs3)CO[C@H](C(F)(F)F)C[C@@H]2CO1,6970.0,nM,5.16,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E110>,527.8590000000002,3.552800000000002,120.95000000000002,2,9,5
CHEMBL5797460,Cc1cc(C#N)cnc1C(=O)Nc1csc([C@]23COC4(CCC4)C[C@H]2COC(N)=N3)n1,185.0,nM,6.73,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E180>,438.5130000000003,2.4699,135.51,2,9,3
CHEMBL4763376,Cc1cccc(/C=N/NC(=O)N2CCN(c3ccccn3)CC2)c1,4370.0,nM,5.36,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E1F0>,323.4000000000001,2.25572,60.830000000000005,1,4,3
CHEMBL5423337,CN(CCOCCN1c2ccccc2Sc2ccccc21)C(CCN)C(=O)NCc1ccccc1Cl,5170.0,nM,5.29,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E260>,525.1180000000003,4.924900000000004,70.83,2,6,12
CHEMBL3747191,CC(C)(C)OC(=O)N1C[C@H](Nc2nc3cc(Cl)ccc3[nH]2)[C@@H](OC(=O)c2ccc(-c3ccccc3)cc2)C1,440.0,nM,6.36,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E2D0>,533.0280000000001,6.140100000000006,96.55000000000001,2,6,5
CHEMBL4868987,CN(CCC=C1c2ccccc2-c2ccccc21)C(CCO)C(=O)NCc1ccccc1,19500.0,nM,4.71,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E340>,426.56000000000023,4.488000000000003,52.57,2,3,9
CHEMBL3965118,CC(C)(O)c1nc(N2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cn3)C2)ncc1F,73.4,nM,7.13,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E3B0>,406.4620000000001,1.7704,100.52000000000001,2,8,3
CHEMBL3658608,C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,47.3,nM,7.33,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E420>,365.36800000000005,2.80858,113.39,2,6,3
CHEMBL3680898,C[C@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OC[C@@H]1OCC(F)(F)F,3.0,nM,8.52,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E490>,495.2600000000002,4.287400000000002,98.83000000000001,2,6,5
CHEMBL4846858,C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CCCC1=C/C(=C\C(C)(C)O)OC1=O,10500.0,nM,4.98,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E500>,416.4700000000002,3.9015200000000028,124.29000000000002,4,6,8
CHEMBL487804,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O,6100.0,nM,5.21,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E570>,328.49600000000004,6.367920000000007,40.46,2,2,8
CHEMBL4526561,COc1ccc(Cc2cnc(OC)c3c2C[C@H]2CSC(N)=N[C@@]2(c2ccc(F)cc2F)C3)cc1,22.91,nM,7.64,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E5E0>,481.56800000000015,4.639600000000003,69.73,1,6,5
CHEMBL5963811,C[C@@H]1OCC[C@H]2OC(N)=N[C@](CF)(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)[C@@H]12,13.2,nM,7.88,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E650>,465.43200000000013,2.4771,120.95,2,8,6
CHEMBL4865251,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)CCSC(N)=N3)c2)nc1,16.0,nM,7.8,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E6C0>,387.4150000000001,2.961080000000001,104.16,2,6,4
CHEMBL2403776,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCCOC(N)=N1,14.0,nM,7.85,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E730>,376.81900000000024,3.4667000000000012,89.6,2,5,3
CHEMBL4797109,Fc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,1959.0,nM,5.71,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E7A0>,282.362,3.5191000000000026,15.6,0,2,4
CHEMBL4747185,COc1cccc(CNC2CCN(Cc3ccccc3)C2)c1OC,2856.0,nM,5.54,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E810>,326.4400000000001,3.0679000000000016,33.730000000000004,1,4,7
CHEMBL4778302,Oc1ccccc1CNC1CCN(Cc2ccccc2)C1,2374.0,nM,5.62,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E880>,282.387,2.7563000000000013,35.5,2,3,5
CHEMBL4755117,Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,4584.0,nM,5.34,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E8F0>,280.371,3.0856000000000012,35.830000000000005,1,3,4
CHEMBL4785769,Clc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,1262.0,nM,5.9,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E960>,298.817,4.033400000000003,15.6,0,2,4
CHEMBL4794000,Brc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,1752.0,nM,5.76,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461E9D0>,343.26800000000003,4.142500000000003,15.6,0,2,4
CHEMBL4756849,Oc1ccc(CNC2CCN(Cc3ccccc3)C2)c(O)c1,482.0,nM,6.32,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EA40>,298.386,2.461900000000001,55.730000000000004,3,4,5
CHEMBL5896747,COC1CCC2(CC1)Cc1ccc(-c3ccn(C)c(=S)c3)cc1C21NC(=S)N(C)C1=O,269.0,nM,6.57,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EAB0>,453.63300000000015,4.094890000000003,46.5,1,4,2
CHEMBL5892903,COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=O)N(C)C1=O,79.8,nM,7.1,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EB20>,393.2810000000002,2.9575000000000014,58.64,1,3,1
CHEMBL5913165,COC(=O)CCC1(CCC(=O)OC)Cc2ccc(OC(F)(F)F)cc2C1=O,161.0,nM,6.79,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EB90>,388.3380000000001,3.216800000000002,78.9,0,6,7
CHEMBL5938819,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)NC1=O,29.2,nM,7.54,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EC00>,380.5130000000001,2.7792000000000003,50.36,2,3,1
CHEMBL6009246,CN1C(=O)NC2(C1=O)c1cc(Br)ccc1C[C@]21CC[C@H](N(C)C)CC1,1000.0,nM,6.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EC70>,406.3240000000003,2.872700000000001,52.650000000000006,1,3,1
CHEMBL5972041,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(Cc2nccs2)C1=O,17.4,nM,7.76,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461ECE0>,477.6550000000002,4.148300000000003,54.46,1,5,3
CHEMBL5790983,CN1OC2(N=C1N)c1cc(Br)ccc1CC21CCC(Cc2ccccc2)CC1,2312.0,nM,5.64,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461ED50>,440.38500000000033,4.769000000000005,50.849999999999994,1,4,2
CHEMBL5867269,COC1CCC2(CC1)Oc1ccc(OCC(F)(F)F)cc1C21NC(=S)N(C)C1=O,38.5,nM,7.42,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EDC0>,430.44800000000015,2.8897000000000013,60.03,1,5,3
CHEMBL5930663,COC1CCC2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(SC)N(C)C1=O,14.4,nM,7.84,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EE30>,442.50300000000016,4.145500000000003,51.13,0,5,3
CHEMBL6005217,CC1(C)C(N)=N[C@](C)(c2cc(Sc3ccccn3)ccc2F)CS1(=O)=O,3250.0,nM,5.49,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EEA0>,393.5090000000001,3.1513000000000018,85.41,1,6,3
CHEMBL5830553,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)C2(CC2)S(=O)(=O)[C@@H]1F,1.3,nM,8.89,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EF10>,454.88600000000025,2.955400000000001,114.50999999999999,2,6,3
CHEMBL5977725,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)C2(CC2)S(=O)(=O)[C@H]1F,0.62,nM,9.21,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EF80>,454.88600000000025,2.955400000000001,114.50999999999999,2,6,3
CHEMBL5967490,Cc1cc(C(F)F)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C3(CC3)S(=O)(=O)[C@H]2F)c1,0.92,nM,9.04,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461EFF0>,484.47500000000025,3.548020000000002,114.50999999999999,2,6,4
CHEMBL2059613,OC(CSc1ccc2ccccc2c1)Cn1c(-c2ccccc2)cc2ccccc21,6660.0,nM,5.18,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F060>,409.5540000000001,6.614700000000005,25.16,1,2,6
CHEMBL2059626,Oc1ccc(SCC(O)COc2ccc(Cc3ccccc3)cc2)cc1,10700.0,nM,4.97,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F0D0>,366.482,4.515000000000003,49.69,2,4,8
CHEMBL2059100,OC(CSc1ccc2ccccc2c1)C(O)Cn1c2ccccc2c2ccccc21,10100.0,nM,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F140>,413.54200000000014,5.461800000000005,45.39,2,3,6
CHEMBL3688685,CO[C@H](C)C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,1840.0,nM,5.74,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F1B0>,357.3320000000001,1.9929,85.94,2,5,5
CHEMBL5875174,COc1cnc2c(Nc3ccc(F)c([C@]4(C)CS(=O)(=O)C(C)(C)C(N)=N4)c3)nccc2c1,5.4,nM,8.27,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F220>,457.5310000000002,3.3005000000000013,119.55999999999999,2,8,4
CHEMBL5746081,CC1(C)C(N)=N[C@](C)(c2cc(Nc3nccc4cc(C#N)cnc34)ccc2F)CS1(=O)=O,0.54,nM,9.27,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F290>,452.5150000000002,3.1635800000000014,134.12,2,8,3
CHEMBL3670922,CC1(C)OCC(N)=N[C@](C)(c2cc(N[C@H]3CCc4cc(C#N)cnc43)c(F)cc2F)C1(F)F,1900.0,nM,5.72,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F300>,461.46300000000014,4.347380000000003,96.32000000000001,2,6,3
CHEMBL3688686,NC1=N[C@@](c2cc(NC(=O)C3CC(=O)C3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,20054.0,nM,4.7,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F370>,367.327,1.9371000000000003,93.77999999999999,2,5,4
CHEMBL3680862,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)OC[C@@H]1F,24.0,nM,7.62,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F3E0>,395.3410000000001,2.072,111.72,2,7,5
CHEMBL4859850,CN(CCC=C1c2ccccc2CCc2ccccc21)C(CCN)C(=O)NCc1ccccc1Cl,5130.0,nM,5.29,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F450>,488.0750000000003,5.226000000000004,58.36,2,3,9
CHEMBL5559310,COc1cc2ncnc(N3CCN(c4ccccn4)CC3)c2cc1OC,1561.0,nM,5.81,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F4C0>,351.4100000000002,2.3686,63.610000000000014,0,7,4
CHEMBL5766671,C[C@@]1(c2cc(Br)ccc2F)CS(=O)(=O)C2(CCOC2)C(N)=N1,16300.0,nM,4.79,<rdkit.Chem.rdchem.Mol object at 0x000001D5A461F530>,391.2620000000002,1.7480999999999998,81.75,1,5,1
