canonical_smiles,molecule_chembl_id,standard_value,value
COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCc4cc(C)no4)cn3)ccc1F)N=C(N)S2,CHEMBL5840344,825.0,825.0
COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OC(C)C(F)(F)F)cn3)ccc1F)N=C(N)S2,CHEMBL6032650,3505.0,3505.0
COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC4CC(F)(F)C4)cn3)ccc1F)N=C(N)S2,CHEMBL5898968,2280.0,2280.0
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5[C@H]6COC[C@@H]5COC6)C[C@H]43)c2)cn1,CHEMBL5741957,1.2,1.2
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@H](F)C5)C[C@H]43)c2)cn1,CHEMBL5833469,1.3,1.3
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)cnc2F)N=C(N)S[C@@]2(C(=O)NCC(F)F)C[C@H]21,CHEMBL6010071,21.4,21.4
CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC(F)(F)F)cn3)cnc1F)N=C(N)S2,CHEMBL5969023,44.1,44.1
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOC[C@H]5C)C[C@H]43)c2)cn1,CHEMBL5760038,1.7,1.7
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5[C@H]6COC[C@@H]5COC6)C[C@H]43)c2)cn1,CHEMBL5741865,3.9,3.9
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)O)C[C@H]43)c2)cn1,CHEMBL5907456,69.5,69.5
COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)ccc1F)N=C(N)S2,CHEMBL5744251,71.2,71.2
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,CHEMBL5779650,1.9,1.9
CC(=O)COc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,CHEMBL5872022,365.0,365.0
CC#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,CHEMBL6000080,0.8,0.8
C[C@@H]1COCCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)cnc1F)N=C(N)S2,CHEMBL5911640,15.8,15.8
CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC(F)(F)C(F)F)cn3)cnc1F)N=C(N)S2,CHEMBL5981234,40.6,40.6
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,CHEMBL5894449,0.4,0.4
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)OC)C[C@H]43)c2)cn1,CHEMBL6010658,8.9,8.9
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@@H](F)C5)C[C@H]43)c2)cn1,CHEMBL6029934,0.8,0.8
CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#N)cn3)cnc1F)N=C(N)S2,CHEMBL5810676,11.9,11.9
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@@H](F)C5)C[C@H]43)c2)cn1,CHEMBL6054668,0.9,0.9
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)cnc2F)N=C(N)S[C@@]2(C(=O)N3[C@H]4COC[C@@H]3COC4)C[C@H]21,CHEMBL5975476,12.0,12.0
COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL5853691,7.3,7.3
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NCC(F)F)C[C@H]43)c2)cn1,CHEMBL5786797,2.5,2.5
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,CHEMBL5777313,1.8,1.8
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NCC(F)F)C[C@H]43)c2)cn1,CHEMBL5875671,1.9,1.9
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@H](F)C5)C[C@H]43)c2)cn1,CHEMBL6009172,0.4,0.4
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOC[C@H]5C)C[C@H]43)c2)cn1,CHEMBL5747192,0.6,0.6
COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cc4c(cn3)OCCO4)ccc1F)N=C(N)S2,CHEMBL5881535,1755.0,1755.0
C[C@H]1[C@@H](F)CCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL5740896,2.0,2.0
C[C@@H]1[C@H](F)CCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL5790808,2.0,2.0
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOC4(COC4)C3)C[C@H]21,CHEMBL6021750,2.1,2.1
C[C@]1(O)CCN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)C1,CHEMBL5913417,0.6,0.6
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCO[C@H]4C[C@H]43)C[C@H]21,CHEMBL6042818,1.8,1.8
C[C@@H]1COC[C@H](C)N1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL5980224,1.9,1.9
C[C@@H]1COC[C@@H](C)N1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL5785557,4.7,4.7
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3C4CCC3COC4)C[C@H]21,CHEMBL5909890,1.6,1.6
CC(C)[C@H]1CN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)CCO1,CHEMBL5744675,3.0,3.0
CC(C)[C@@H]1CN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)CCO1,CHEMBL6041129,1.8,1.8
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOC4(CC4)C3)C[C@H]21,CHEMBL5778771,2.9,2.9
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC4(CCOCC4)C3)C[C@H]21,CHEMBL5778794,2.5,2.5
C[C@H]1CN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)CCO1,CHEMBL5758413,3.5,3.5
CC(C)[C@@H]1COCCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL5999961,2.1,2.1
C[C@H]1CN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)C[C@H](C)O1,CHEMBL5933021,3.1,3.1
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC(F)(F)C3)C[C@H]21,CHEMBL5762374,1.1,1.1
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC(F)(F)CC3)C[C@H]21,CHEMBL5972270,1.9,1.9
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC(F)CC3)C[C@H]21,CHEMBL5923488,1.6,1.6
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC4(CCO4)C3)C[C@H]21,CHEMBL5803071,0.8,0.8
COC[C@H]1COCCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL5873215,2.3,2.3
C[C@H]1CN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)[C@@H](C)CO1,CHEMBL6043171,4.5,4.5
C[C@@H]1CN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)[C@H](C)CO1,CHEMBL5853030,8.6,8.6
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC34CCC4)C[C@H]21,CHEMBL5818266,1.3,1.3
CC1(C)COCCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL5898060,2.3,2.3
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H](O)C3)C[C@H]21,CHEMBL5885986,0.8,0.8
CC[C@H]1COCCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL6037454,6.4,6.4
C[C@H]1[C@H](O)CCN1C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL5841370,1.3,1.3
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC3c3ccccc3)C[C@H]21,CHEMBL5799326,4.4,4.4
C[C@]1(c2cc(/C=C(\F)c3ccc(Br)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5809970,1.1,1.1
C[C@]1(c2cc(/C=C(\F)c3ccccn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5784142,220.0,220.0
C[C@]1(c2cc(/C=C(\F)c3ccc(C4COC4)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5837826,545.0,545.0
COC(CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2)OC,CHEMBL6028245,3.0,3.0
CC1COC([C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(NC(=O)OC(C)(C)C)S3)=N1,CHEMBL5807333,122.0,122.0
C[C@@H]1CN=C([C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)O1,CHEMBL5775734,82.6,82.6
Cc1cnc([C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)o1,CHEMBL5798935,3.3,3.3
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(c5ncc(C)o5)C[C@@H]34)c2)cn1,CHEMBL6030687,6.3,6.3
C[C@]1(c2cc(/C=C(\F)c3cnc(N4CCOC4=O)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5833942,1400.0,1400.0
C[C@]1(c2cc(/C=C(/F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5900556,6.0,6.0
C#Cc1ccc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)nc1,CHEMBL5819769,7.0,7.0
C[C@]1(c2cc(/C=C(\F)c3cnc(C#C[Si](C)(C)C)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5851665,3.0,3.0
C#Cc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,CHEMBL5886324,4.0,4.0
C[C@]1(c2cc(/C=C(\F)c3cnc(N4CCC4)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5743933,306.0,306.0
CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(Cl)cn3)ccc1F)N=C(N)S2,CHEMBL5937419,7.0,7.0
C[C@]1(c2cc(/C=C(\F)c3ccc(C#C[Si](C)(C)C)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5839385,13.0,13.0
C[C@]1(c2cc(/C=C(\F)c3cnc(C#CC4CC4)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5809694,2.0,2.0
CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Br)cn3)ccc1F)N=C(N)S2,CHEMBL5810423,10.0,10.0
CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(/F)c3ccc(Br)cn3)ccc1F)N=C(N)S2,CHEMBL5956625,23.0,23.0
C[C@]1(c2cc(/C=C(\F)c3ccc(C#CC4CC4)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,CHEMBL5851420,15.0,15.0
CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#CC4CC4)cn3)ccc1F)N=C(N)S2,CHEMBL5915754,18.0,18.0
CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#CC(C)(C)C)cn3)ccc1F)N=C(N)S2,CHEMBL5814436,233.0,233.0
CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#CC4(C)COC4)cn3)ccc1F)N=C(N)S2,CHEMBL5853129,150.0,150.0
CCCC#Cc1ccc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)nc1,CHEMBL6019250,58.0,58.0
CNC(=O)[C@@]12C[C@@H]1[C@](C)(c1cc(/C=C(\F)c3ncc(C#CCO)cn3)ccc1F)N=C(N)S2,CHEMBL6050928,4.0,4.0
CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#CCF)cn3)ccc1F)N=C(N)S2,CHEMBL5986531,10.0,10.0
CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(OC(F)(F)F)cn3)ccc1F)N=C(N)S2,CHEMBL5992796,8.0,8.0
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,CHEMBL5813046,0.57,0.57
CO[C@H]1CC[C@@]2(CC1)Cc1ccc(C#CC(C)(C)C)cc1C21N=C(C)C(N)=N1,CHEMBL5849519,21.0,21.0
CO[C@H]1CC[C@@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(C)C(N)=N1,CHEMBL6064521,2.2,2.2
CO[C@H]1CC[C@@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(N)=N1,CHEMBL5791470,8360.0,8360.0
CC1=N[C@]2(C[C@@]3(CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,CHEMBL6049013,124.0,124.0
CC1=N[C@@]2(C[C@]3(CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,CHEMBL5887056,91.0,91.0
CC1=N[C@]2(C[C@@]3(CCCOC3)Oc3ccc(-c4ccc(F)c(Cl)c4)cc32)N=C1N,CHEMBL5823983,180.0,180.0
CC1=N[C@@]2(C[C@]3(CCCOC3)Oc3ccc(-c4ccc(F)c(Cl)c4)cc32)N=C1N,CHEMBL5964410,147.0,147.0
CC1=N[C@]2(C[C@@H]([C@H]3CCCOC3)Oc3ccc(Br)cc32)N=C1N,CHEMBL6038361,1030.0,1030.0
CC1=N[C@]2(C[C@H]([C@H]3CCCOC3)Oc3ccc(Br)cc32)N=C1N,CHEMBL5789200,65300.0,65300.0
CC1=N[C@@]2(C[C@@H]([C@@H]3CCCOC3)Oc3ccc(Br)cc32)N=C1N,CHEMBL5976062,19800.0,19800.0
CC1=N[C@]2(C[C@@H]([C@@H]3CCCOC3)Oc3ccc(Br)cc32)N=C1N,CHEMBL5956155,1380.0,1380.0
CC1=N[C@]2(C[C@H]([C@@H]3CCCOC3)Oc3ccc(Br)cc32)N=C1N,CHEMBL5843313,8100.0,8100.0
CC1=N[C@@]2(C[C@@H]([C@@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,CHEMBL5773881,35700.0,35700.0
CC1=N[C@@]2(C[C@@H]([C@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,CHEMBL3924861,2570.0,2570.0
CC1=N[C@@]2(C[C@H]([C@@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,CHEMBL5993140,10.0,10.0
CC1=N[C@@]2(C[C@H]([C@H]3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,CHEMBL3915868,14.0,14.0
CC1=N[C@]2(CC([C@@H]3CCOC(C)(C)C3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,CHEMBL5897590,100.0,100.0
CC#Cc1cncc(-c2ccc3c(c2)[C@]2(N=C(C)C(N)=N2)C2(CCC2)C3)c1,CHEMBL5780361,19.0,19.0
CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)C2(CCC2)C3)c1,CHEMBL5853871,27600.0,27600.0
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,CHEMBL5896685,22.0,22.0
COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC(F)F)CC2)C3)c1,CHEMBL5758008,1.0,1.0
CC1=N[C@@]2(CC([C@H]3CCOC(C)(C)C3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,CHEMBL5753347,5.0,5.0
CC[C@@H]1C[C@]2(CC[C@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC2(F)CCCCC2)C1=O,CHEMBL6028014,5.0,5.0
CC[C@H]1C[C@@]2(CC[C@@H]1OC)Cc1ccc(C#N)cc1[C@]21NC(=S)N(C[C@H]2CCCO2)C1=O,CHEMBL5944430,8.0,8.0
CNC1=NC(c2ccccc2C)NC(=O)N1,CHEMBL5971041,50310.0,50310.0
CCCNC1=NC(c2ccc(F)cc2)NC(=O)N1,CHEMBL5897007,36830.0,36830.0
N#Cc1ccc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,CHEMBL5999560,0.45,0.45
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,CHEMBL5875963,0.358,0.358
CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCCC1,CHEMBL6014288,222.0,222.0
CC(C)(C)[Si](OC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C2=O)(c1ccccc1)c1ccccc1,CHEMBL5934190,28.3,28.3
CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(NCC(F)(F)F)CC1,CHEMBL5788962,3881.0,3881.0
CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(OC(F)F)CC1,CHEMBL5790087,4.7,4.7
N#CC1(Cc2ccc(Br)cc2I)CCc2ccccc2CC1,CHEMBL5886238,5.3,5.3
COC1CCC2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(C)O1,CHEMBL5877058,9.0,9.0
CN1OC2(N=C1N)c1cc(Br)ccc1CC21CCC(Cc2ccccc2)CC1,CHEMBL5790983,2312.0,2312.0
CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(Cc2ccccc2)CC1,CHEMBL5912710,3505.0,3505.0
COC1CCC2(CC1)Oc1ccc(CCC3CC3)cc1C21NC(=S)N(C)C1=O,CHEMBL6008882,21.5,21.5
COC1CCC2(CC1)Oc1ccc(Br)cc1C21NC(=S)N(C)C1=O,CHEMBL5833363,264.0,264.0
COC1CCC2(CC1)Oc1ccc(OCC3CC3)cc1C21NC(=S)N(C)C1=O,CHEMBL5930153,24.9,24.9
COC1CCC2(CC1)Oc1ccc(OCC(F)(F)F)cc1C21NC(=S)N(C)C1=O,CHEMBL5867269,38.5,38.5
COC1CCC2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(SC)N(C)C1=O,CHEMBL5930663,14.4,14.4
CCSC1=NC2(C(=O)N1CC)c1cc(OCC3CC3)ccc1CC21CCC(OC)CC1,CHEMBL5755627,7.8,7.8
CCSC1=NC2(C(=O)N1CC)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,CHEMBL6041127,15.6,15.6
COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=S)N(Cc2ccccc2)C1=O,CHEMBL5852618,13.6,13.6
COC1CCC2(CC1)Cc1ccc(C#Cc3ccccc3)cc1C21N=C(SC)N(C)C1=O,CHEMBL5998899,16.2,16.2
COC1CCC2(CC1)Cc1ccc(C#CC(C)(C)C)cc1C21N=C(SC)N(C)C1=O,CHEMBL5879421,7.9,7.9
COC1CCC2(CC1)Cc1ccc(C#CC3CCCC3)cc1C21N=C(SC)N(C)C1=O,CHEMBL5815763,2.2,2.2
CCOC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SC)N(C)C1=O,CHEMBL6039773,4.8,4.8
CSC1=NC2(C(=O)N1C)c1cc(C#CC3CC3)ccc1CC21CCC(O)CC1,CHEMBL5745975,3.0,3.0
COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=S)N(C(C)C)C1=O,CHEMBL5945993,104.0,104.0
COC1CCC2(CC1)Cc1ccc(-c3ccnc(Cl)c3)cc1C21N=C(N)N(C(C)C)C1=O,CHEMBL6057501,53.2,53.2
CC#Cc1cncc(-c2ccc3c(c2)C2(NC(=S)N(C(C)C)C2=O)C2(CCC(OC)CC2)C3)c1,CHEMBL5862046,11.5,11.5
COC1CCC2(CC1)Cc1ccc(-c3cc(Br)cs3)cc1C21NC(=S)N(C(C)C)C1=O,CHEMBL5828051,29.3,29.3
COC1CCC2(CC1)Cc1ccc(-c3nc(Br)cs3)cc1C21NC(=S)N(C(C)C)C1=O,CHEMBL5981369,89.7,89.7
CC#Cc1cncc(-c2ccc3c(c2)C2(NC(=S)N(C)C2=O)C2(CCC(OC)CC2)C3)c1,CHEMBL5878421,7.3,7.3
COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21NC(=S)N(C(C)C)C1=O,CHEMBL5745659,16.7,16.7
COC1CCC2(CC1)Cc1ccc(-c3cc(C#N)cc(C#N)c3)cc1C21N=C(N)N(C)C1=O,CHEMBL5961261,1.1,1.1
COC1CCC2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(C)C1=O,CHEMBL6051523,9.9,9.9
COC1CCC2(CC1)Cc1ccc(-c3ccn(C)c(=S)c3)cc1C21NC(=S)N(C)C1=O,CHEMBL5896747,269.0,269.0
COC1CCC2(CC1)Cc1ccc(-c3ccn(C4CC4)c(=S)c3)cc1C21NC(=S)N(C)C1=O,CHEMBL5854409,188.0,188.0
COC1CCC2(CC1)Cc1ccc(-c3cnn(C)c(=S)c3)cc1C21NC(=S)N(C)C1=O,CHEMBL5865766,32.3,32.3
COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=O)N(C)C1=O,CHEMBL5892903,79.8,79.8
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(NC(=O)OC(C)(C)C)N(C)C1=O,CHEMBL6063951,39.9,39.9
COC1CCC2(CC1)Cc1ccc(Cl)cc1[C@@]21N=C(N)N(C)C1=O,CHEMBL6017879,32.4,32.4
C#Cc1ccc2c(c1)[C@]1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,CHEMBL5971819,30.9,30.9
CO[C@H]1CC[C@]2(CC1)Cc1ccccc1C21N=C(N)N(C)C1=O,CHEMBL6016682,161.0,161.0
COC1CCC2(CC1)Cc1ccc(C#CCC(C)C)cc1C21NC(=S)N(C)C1=O,CHEMBL5858919,5.1,5.1
COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C2CC2)C1=O,CHEMBL5863924,12.0,12.0
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(C2CCC2)C1=O,CHEMBL5850783,37.8,37.8
CC1(C)OC(=O)C(C(=O)c2ccc(C(F)(F)F)cc2)C(=O)O1,CHEMBL5766049,321.0,321.0
COC(=O)CCC1(CCC(=O)OC)Cc2ccc(OC(F)(F)F)cc2C1=O,CHEMBL5913165,161.0,161.0
COC1CCC2(CC1)Cc1ccc(N3CCCC3)cc1C21N=C(SC)N(C)C1=O,CHEMBL5887150,145.0,145.0
COc1ccc2c(c1)C1(NC(SC)N(C)C1=O)C1(CCC(OC)CC1)C2,CHEMBL5749640,145.0,145.0
COC1CCC2(CC1)Cc1ccc(OCCN(C)C)cc1C21NC(=O)N(C)C1=O,CHEMBL5746106,368.0,368.0
COC1CCC2(CC1)Cc1ccc(OCC3CCCC3)cc1C21NC(=S)N(C)C1=O,CHEMBL6031089,8.9,8.9
COCCOc1ccc2c(c1)C1(NC(=S)N(C)C1=O)C1(CCC(OC)CC1)C2,CHEMBL5803118,10.6,10.6
COc1cccc(Oc2ccc3c(c2)C2(NC(=S)N(C)C2=O)C2(CCC(OC)CC2)C3)c1,CHEMBL5934515,42.8,42.8
